Email_id,Sender_Name,Sender_cadre,Sender_dept,Rec_name,Rec_cadre,Rec_dept,Email_subject,Msg_Date,Sentiment,Message_status,Device,Within_work_hrs,Within_workdays,Msg_day,Msg_month,day_name,Week_of_month,exc_type
955,Grace Spracklin,Professional,Sales,Emmey Matoshin,Middle level management,Sales,Operational Issues,2024-03-18,positive,opened,desktop,yes,yes,18,March,Monday,4,intra_mails
956,Emmey Matoshin,Middle level management,Sales,Sumner Blakeway,Professional,Sales,Operational Issues,2024-03-01,neutral,opened,desktop,yes,yes,1,March,Friday,1,intra_mails
957,Emmey Matoshin,Middle level management,Sales,Sumner Blakeway,Professional,Sales,Internal Policies and Procedures,2024-03-27,negative,opened,desktop,yes,yes,27,March,Wednesday,5,intra_mails
958,Emmey Matoshin,Middle level management,Sales,Sumner Blakeway,Professional,Sales,Sales and Marketing,2024-03-08,neutral,opened,desktop,yes,yes,8,March,Friday,2,intra_mails
959,Emmey Matoshin,Middle level management,Sales,Sumner Blakeway,Professional,Sales,Project Updates,2024-03-15,neutral,unopened,desktop,yes,yes,15,March,Friday,3,intra_mails
960,Emmey Matoshin,Middle level management,Sales,Sumner Blakeway,Professional,Sales,Training and Development,2024-03-13,neutral,opened,desktop,yes,yes,13,March,Wednesday,3,intra_mails
961,Emmey Matoshin,Middle level management,Sales,Sumner Blakeway,Professional,Sales,Training and Development,2024-03-27,neutral,opened,desktop,yes,yes,27,March,Wednesday,5,intra_mails
962,Sumner Blakeway,Professional,Sales,Emmey Matoshin,Middle level management,Sales,Operational Issues,2024-03-08,neutral,opened,mobile,yes,yes,8,March,Friday,2,intra_mails
963,Nelia Routledge,Professional,Sales,Tades Querrard,Professional,Sales,Sales and Marketing,2024-03-20,neutral,opened,desktop,yes,yes,20,March,Wednesday,4,intra_mails
964,Nelia Routledge,Professional,Sales,Tades Querrard,Professional,Sales,Project Updates,2024-03-29,positive,opened,mobile,yes,yes,29,March,Friday,5,intra_mails
965,Nelia Routledge,Professional,Sales,Tades Querrard,Professional,Sales,Meeting Scheduling,2024-03-08,neutral,opened,desktop,yes,yes,8,March,Friday,2,intra_mails
966,Nelia Routledge,Professional,Sales,Tades Querrard,Professional,Sales,Internal Policies and Procedures,2024-03-15,negative,opened,desktop,yes,yes,15,March,Friday,3,intra_mails
967,Tades Querrard,Professional,Sales,Nelia Routledge,Professional,Sales,Sales and Marketing,2024-03-14,neutral,opened,desktop,yes,yes,14,March,Thursday,3,intra_mails
968,Tades Querrard,Professional,Sales,Nelia Routledge,Professional,Sales,Operational Issues,2024-03-13,positive,opened,desktop,yes,yes,13,March,Wednesday,3,intra_mails
969,Tades Querrard,Professional,Sales,Nelia Routledge,Professional,Sales,Internal Policies and Procedures,2024-03-13,negative,opened,desktop,yes,yes,13,March,Wednesday,3,intra_mails
970,Anatole Hansie,Professional,Sales,Ferdinande Stickels,Professional,Sales,HR related topics,2024-03-18,neutral,opened,mobile,yes,yes,18,March,Monday,4,intra_mails
971,Anatole Hansie,Professional,Sales,Ferdinande Stickels,Professional,Sales,Sales and Marketing,2024-03-26,neutral,opened,desktop,yes,yes,26,March,Tuesday,5,intra_mails
972,Anatole Hansie,Professional,Sales,Ferdinande Stickels,Professional,Sales,Sales and Marketing,2024-03-14,neutral,opened,desktop,yes,yes,14,March,Thursday,3,intra_mails
973,Anatole Hansie,Professional,Sales,Ferdinande Stickels,Professional,Sales,Project Updates,2024-03-07,neutral,opened,desktop,yes,yes,7,March,Thursday,2,intra_mails
974,Ferdinande Stickels,Professional,Sales,Anatole Hansie,Professional,Sales,Technical Support,2024-03-28,neutral,opened,desktop,yes,yes,28,March,Thursday,5,intra_mails
975,Chris Consadine,Professional,Sales,Grace Spracklin,Professional,Sales,Sales and Marketing,2024-03-13,positive,opened,desktop,yes,yes,13,March,Wednesday,3,intra_mails
976,Chris Consadine,Professional,Sales,Grace Spracklin,Professional,Sales,Meeting Scheduling,2024-03-05,negative,opened,desktop,yes,yes,5,March,Tuesday,2,intra_mails
977,Chris Consadine,Professional,Sales,Grace Spracklin,Professional,Sales,Training and Development,2024-03-29,positive,opened,mobile,yes,yes,29,March,Friday,5,intra_mails
978,Chris Consadine,Professional,Sales,Grace Spracklin,Professional,Sales,Sales and Marketing,2024-03-18,neutral,opened,desktop,yes,yes,18,March,Monday,4,intra_mails
979,Chris Consadine,Professional,Sales,Grace Spracklin,Professional,Sales,Operational Issues,2024-03-28,neutral,opened,desktop,yes,yes,28,March,Thursday,5,intra_mails
980,Grace Spracklin,Professional,Sales,Grace Spracklin,Professional,Sales,Operational Issues,2024-03-14,neutral,opened,desktop,yes,yes,14,March,Thursday,3,intra_mails
981,Grace Spracklin,Professional,Sales,Grace Spracklin,Professional,Sales,Security Alerts,2024-03-22,positive,opened,desktop,yes,yes,22,March,Friday,4,intra_mails
982,Grace Spracklin,Professional,Sales,Grace Spracklin,Professional,Sales,Sales and Marketing,2024-03-07,positive,opened,desktop,no,yes,7,March,Thursday,2,intra_mails
983,Constancia Di Bartolomeo,C-level,Executive Management,Elsinore Waterland,Middle level management,Human Resources,HR related topics,2024-03-27,neutral,opened,desktop,yes,yes,27,March,Wednesday,5,inter_mail
984,Constancia Di Bartolomeo,C-level,Executive Management,Petronilla Mapes,Professional,Human Resources,HR related topics,2024-03-14,neutral,opened,desktop,yes,yes,14,March,Thursday,3,inter_mail
985,Constancia Di Bartolomeo,C-level,Executive Management,Elbertine Dowe,Professional,Human Resources,HR related topics,2024-03-08,positive,opened,mobile,yes,yes,8,March,Friday,2,inter_mail
986,Constancia Di Bartolomeo,C-level,Executive Management,Blithe Arnaudet,Middle level management,Finance and Accounting,Internal Policies and Procedures,2024-03-12,neutral,opened,mobile,yes,yes,12,March,Tuesday,3,inter_mail
987,Constancia Di Bartolomeo,C-level,Executive Management,Ozzy Jeffries,Professional,Finance and Accounting,Legal Matters,2024-03-21,neutral,unopened,desktop,yes,yes,21,March,Thursday,4,inter_mail
988,Constancia Di Bartolomeo,C-level,Executive Management,Constantino FitzGilbert,Professional,Finance and Accounting,Vendor Relations,2024-03-08,negative,opened,desktop,no,yes,8,March,Friday,2,inter_mail
989,Constancia Di Bartolomeo,C-level,Executive Management,Traci Habbal,Middle level management,Marketing,HR related topics,2024-03-25,positive,opened,mobile,yes,yes,25,March,Monday,5,inter_mail
990,Constancia Di Bartolomeo,C-level,Executive Management,Roger Tabbernor,Professional,Marketing,Meeting Scheduling,2024-03-14,positive,opened,desktop,yes,yes,14,March,Thursday,3,inter_mail
991,Constancia Di Bartolomeo,C-level,Executive Management,Lazarus O'Halleghane,Professional,Marketing,Sales and Marketing,2024-03-15,positive,opened,desktop,yes,yes,15,March,Friday,3,inter_mail
992,Constancia Di Bartolomeo,C-level,Executive Management,Karine Barclay,Professional,Marketing,Training and Development,2024-03-08,neutral,unopened,desktop,yes,yes,8,March,Friday,2,inter_mail
993,Constancia Di Bartolomeo,C-level,Executive Management,Petronille Jouen,Professional,Marketing,Internal Policies and Procedures,2024-03-15,positive,opened,desktop,yes,yes,15,March,Friday,3,inter_mail
994,Constancia Di Bartolomeo,C-level,Executive Management,Dorie Parradine,Professional,Marketing,Vendor Relations,2024-03-18,neutral,opened,desktop,yes,yes,18,March,Monday,4,inter_mail
995,Constancia Di Bartolomeo,C-level,Executive Management,Emmey Matoshin,Middle level management,Sales,Internal Policies and Procedures,2024-03-15,positive,opened,desktop,yes,yes,15,March,Friday,3,inter_mail
996,Constancia Di Bartolomeo,C-level,Executive Management,Nelia Routledge,Professional,Sales,Sales and Marketing,2024-03-07,positive,opened,desktop,no,yes,7,March,Thursday,2,inter_mail
997,Constancia Di Bartolomeo,C-level,Executive Management,Ferdinande Stickels,Professional,Sales,Project Updates,2024-03-14,positive,opened,mobile,yes,yes,14,March,Thursday,3,inter_mail
998,Constancia Di Bartolomeo,C-level,Executive Management,Tades Querrard,Professional,Sales,Vendor Relations,2024-03-07,positive,opened,desktop,yes,yes,7,March,Thursday,2,inter_mail
999,Constancia Di Bartolomeo,C-level,Executive Management,Anatole Hansie,Professional,Sales,Sales and Marketing,2024-03-27,neutral,opened,desktop,yes,yes,27,March,Wednesday,5,inter_mail
1000,Constancia Di Bartolomeo,C-level,Executive Management,Chris Consadine,Professional,Sales,Sales and Marketing,2024-03-29,neutral,opened,desktop,yes,yes,29,March,Friday,5,inter_mail
1001,Constancia Di Bartolomeo,C-level,Executive Management,Grace Spracklin,Professional,Sales,Sales and Marketing,2024-03-08,neutral,opened,desktop,no,yes,8,March,Friday,2,inter_mail
1002,Constancia Di Bartolomeo,C-level,Executive Management,Sumner Blakeway,Professional,Sales,Meeting Scheduling,2024-03-08,positive,opened,mobile,yes,yes,8,March,Friday,2,inter_mail
1003,Constancia Di Bartolomeo,C-level,Executive Management,Abigael Alred,Middle level management,Information Technology (IT),Meeting Scheduling,2024-03-07,neutral,unopened,desktop,yes,yes,7,March,Thursday,2,inter_mail
1004,Constancia Di Bartolomeo,C-level,Executive Management,Reina Trobey,Professional,Information Technology (IT),Meeting Scheduling,2024-03-12,neutral,opened,mobile,yes,yes,12,March,Tuesday,3,inter_mail
1005,Constancia Di Bartolomeo,C-level,Executive Management,Madge Torrejon,Professional,Information Technology (IT),Training and Development,2024-03-12,positive,opened,mobile,yes,yes,12,March,Tuesday,3,inter_mail
1006,Constancia Di Bartolomeo,C-level,Executive Management,Marilyn Seeman,Professional,Information Technology (IT),Technical Support,2024-03-07,neutral,opened,desktop,yes,yes,7,March,Thursday,2,inter_mail
1007,Constancia Di Bartolomeo,C-level,Executive Management,Katina Darter,Professional,Information Technology (IT),Technical Support,2024-03-27,negative,opened,desktop,yes,yes,27,March,Wednesday,5,inter_mail
1008,Constancia Di Bartolomeo,C-level,Executive Management,Lynett Amy,Professional,Information Technology (IT),Security Alerts,2024-03-08,positive,opened,desktop,yes,yes,8,March,Friday,2,inter_mail
1009,Constancia Di Bartolomeo,C-level,Executive Management,Mata McGifford,Middle level management,Customer Service,Meeting Scheduling,2024-03-27,neutral,opened,mobile,yes,yes,27,March,Wednesday,5,inter_mail
1010,Constancia Di Bartolomeo,C-level,Executive Management,Mort De Benedictis,Professional,Customer Service,Internal Policies and Procedures,2024-03-01,neutral,opened,mobile,yes,yes,1,March,Friday,1,inter_mail
1011,Constancia Di Bartolomeo,C-level,Executive Management,Tamara Brewitt,Professional,Customer Service,Client Related Communication,2024-03-01,neutral,opened,desktop,yes,yes,1,March,Friday,1,inter_mail
1012,Constancia Di Bartolomeo,C-level,Executive Management,Edithe Cinnamond,Professional,Customer Service,Training and Development,2024-03-12,neutral,unopened,desktop,yes,yes,12,March,Tuesday,3,inter_mail
1013,Constancia Di Bartolomeo,C-level,Executive Management,Morly Finey,Professional,Customer Service,Operational Issues,2024-03-06,negative,opened,desktop,yes,yes,6,March,Wednesday,2,inter_mail
1014,Constancia Di Bartolomeo,C-level,Executive Management,Angie Penticost,Professional,Customer Service,Client Related Communication,2024-03-18,positive,opened,desktop,yes,yes,18,March,Monday,4,inter_mail
1015,Constancia Di Bartolomeo,C-level,Executive Management,Maribelle Oliver,Professional,Customer Service,Internal Policies and Procedures,2024-03-01,neutral,opened,desktop,no,yes,1,March,Friday,1,inter_mail
1016,Constancia Di Bartolomeo,C-level,Executive Management,Jeannie Moggan,Middle level management,Legal,Legal Matters,2024-03-28,neutral,opened,desktop,yes,yes,28,March,Thursday,5,inter_mail
1017,Constancia Di Bartolomeo,C-level,Executive Management,Faythe Vassel,Professional,Legal,Legal Matters,2024-03-29,neutral,opened,desktop,no,yes,29,March,Friday,5,inter_mail
1018,Constancia Di Bartolomeo,C-level,Executive Management,Maurine Golding,Professional,Legal,Product Development,2024-03-14,negative,opened,desktop,yes,yes,14,March,Thursday,3,inter_mail
1019,Constancia Di Bartolomeo,C-level,Executive Management,Jorey Deguara,Middle level management,Product development,Internal Policies and Procedures,2024-03-31,neutral,opened,desktop,no,no,31,March,Sunday,5,inter_mail
1020,Constancia Di Bartolomeo,C-level,Executive Management,Rodrique Coulston,Professional,Product development,Internal Policies and Procedures,2024-03-11,neutral,opened,desktop,yes,yes,11,March,Monday,3,inter_mail
1021,Constancia Di Bartolomeo,C-level,Executive Management,Lisette Loweth,Professional,Product development,Product Development,2024-03-07,neutral,opened,desktop,yes,yes,7,March,Thursday,2,inter_mail
1022,Constancia Di Bartolomeo,C-level,Executive Management,Minette Southard,Professional,Product development,Sales and Marketing,2024-03-13,positive,opened,mobile,yes,yes,13,March,Wednesday,3,inter_mail
1023,Constancia Di Bartolomeo,C-level,Executive Management,Theressa Tuddall,Professional,Product development,Product Development,2024-03-27,negative,unopened,mobile,yes,yes,27,March,Wednesday,5,inter_mail
1024,Constancia Di Bartolomeo,C-level,Executive Management,Oran Benge,Professional,Product development,Sales and Marketing,2024-03-13,positive,opened,desktop,yes,yes,13,March,Wednesday,3,inter_mail
1025,Constancia Di Bartolomeo,C-level,Executive Management,Maggy Putson,Professional,Product development,Operational Issues,2024-03-18,neutral,unopened,desktop,yes,yes,18,March,Monday,4,inter_mail
1026,Constancia Di Bartolomeo,C-level,Executive Management,Barry Goundsy,Professional,Product development,HR related topics,2024-03-13,neutral,opened,desktop,no,yes,13,March,Wednesday,3,inter_mail
1027,Petronilla Mapes,Professional,Human Resources,Reina Trobey,Professional,Information Technology (IT),Technical Support,2024-03-07,positive,opened,desktop,yes,yes,7,March,Thursday,2,inter_mail
1028,Elbertine Dowe,Professional,Human Resources,Reina Trobey,Professional,Information Technology (IT),Technical Support,2024-03-14,neutral,opened,desktop,yes,yes,14,March,Thursday,3,inter_mail
1029,Ozzy Jeffries,Professional,Finance and Accounting,Reina Trobey,Professional,Information Technology (IT),Technical Support,2024-03-11,neutral,opened,mobile,yes,yes,11,March,Monday,3,inter_mail
1030,Constantino FitzGilbert,Professional,Finance and Accounting,Reina Trobey,Professional,Information Technology (IT),Technical Support,2024-03-21,positive,opened,desktop,yes,yes,21,March,Thursday,4,inter_mail
1031,Lazarus O'Halleghane,Professional,Marketing,Reina Trobey,Professional,Information Technology (IT),Technical Support,2024-03-18,positive,opened,mobile,no,yes,18,March,Monday,4,inter_mail
1032,Karine Barclay,Professional,Marketing,Reina Trobey,Professional,Information Technology (IT),Operational Issues,2024-03-18,neutral,opened,desktop,yes,yes,18,March,Monday,4,inter_mail
1033,Nelia Routledge,Professional,Sales,Reina Trobey,Professional,Information Technology (IT),Project Updates,2024-03-18,neutral,unopened,desktop,yes,yes,18,March,Monday,4,inter_mail
1034,Ferdinande Stickels,Professional,Sales,Reina Trobey,Professional,Information Technology (IT),Meeting Scheduling,2024-03-21,neutral,opened,desktop,yes,yes,21,March,Thursday,4,inter_mail
1035,Tades Querrard,Professional,Sales,Reina Trobey,Professional,Information Technology (IT),Technical Support,2024-03-14,neutral,opened,desktop,yes,yes,14,March,Thursday,3,inter_mail
1036,Mata McGifford,Middle level management,Customer Service,Reina Trobey,Professional,Information Technology (IT),Training and Development,2024-03-01,positive,opened,desktop,yes,yes,1,March,Friday,1,inter_mail
1037,Mort De Benedictis,Professional,Customer Service,Reina Trobey,Professional,Information Technology (IT),Project Updates,2024-03-13,negative,opened,desktop,yes,yes,13,March,Wednesday,3,inter_mail
1038,Tamara Brewitt,Professional,Customer Service,Reina Trobey,Professional,Information Technology (IT),Meeting Scheduling,2024-03-01,neutral,opened,mobile,yes,yes,1,March,Friday,1,inter_mail
1039,Edithe Cinnamond,Professional,Customer Service,Reina Trobey,Professional,Information Technology (IT),Technical Support,2024-03-29,neutral,opened,desktop,yes,yes,29,March,Friday,5,inter_mail
1040,Morly Finey,Professional,Customer Service,Reina Trobey,Professional,Information Technology (IT),Technical Support,2024-03-22,positive,opened,desktop,yes,yes,22,March,Friday,4,inter_mail
1041,Angie Penticost,Professional,Customer Service,Reina Trobey,Professional,Information Technology (IT),Technical Support,2024-03-29,neutral,opened,mobile,yes,yes,29,March,Friday,5,inter_mail
1042,Maribelle Oliver,Professional,Customer Service,Reina Trobey,Professional,Information Technology (IT),Technical Support,2024-03-25,neutral,opened,desktop,yes,yes,25,March,Monday,5,inter_mail
1043,Rodrique Coulston,Professional,Product development,Reina Trobey,Professional,Information Technology (IT),Technical Support,2024-03-14,neutral,opened,desktop,yes,yes,14,March,Thursday,3,inter_mail
1044,Lisette Loweth,Professional,Product development,Reina Trobey,Professional,Information Technology (IT),Operational Issues,2024-03-05,positive,opened,desktop,yes,yes,5,March,Tuesday,2,inter_mail
1045,Jeannie Moggan,Middle level management,Legal,Reina Trobey,Professional,Information Technology (IT),Technical Support,2024-03-14,neutral,opened,desktop,yes,yes,14,March,Thursday,3,inter_mail
1046,Faythe Vassel,Professional,Legal,Marilyn Seeman,Professional,Information Technology (IT),Project Updates,2024-03-28,neutral,opened,mobile,yes,yes,28,March,Thursday,5,inter_mail
1047,Maurine Golding,Professional,Legal,Marilyn Seeman,Professional,Information Technology (IT),Operational Issues,2024-03-07,positive,opened,desktop,yes,yes,7,March,Thursday,2,inter_mail
1048,Maurine Golding,Professional,Legal,Marilyn Seeman,Professional,Information Technology (IT),Legal Matters,2024-03-26,neutral,opened,desktop,yes,yes,26,March,Tuesday,5,inter_mail
1049,Maurine Golding,Professional,Legal,Marilyn Seeman,Professional,Information Technology (IT),Technical Support,2024-03-02,neutral,opened,desktop,no,no,2,March,Saturday,1,inter_mail
1050,Maurine Golding,Professional,Legal,Marilyn Seeman,Professional,Information Technology (IT),Technical Support,2024-03-14,positive,opened,desktop,yes,yes,14,March,Thursday,3,inter_mail
1051,Mort De Benedictis,Professional,Customer Service,Marilyn Seeman,Professional,Information Technology (IT),Technical Support,2024-03-21,neutral,opened,desktop,no,yes,21,March,Thursday,4,inter_mail
1052,Tamara Brewitt,Professional,Customer Service,Marilyn Seeman,Professional,Information Technology (IT),Technical Support,2024-03-13,neutral,opened,desktop,yes,yes,13,March,Wednesday,3,inter_mail
1053,Edithe Cinnamond,Professional,Customer Service,Marilyn Seeman,Professional,Information Technology (IT),Technical Support,2024-03-12,neutral,opened,desktop,yes,yes,12,March,Tuesday,3,inter_mail
1054,Morly Finey,Professional,Customer Service,Marilyn Seeman,Professional,Information Technology (IT),Internal Policies and Procedures,2024-03-31,neutral,opened,desktop,no,no,31,March,Sunday,5,inter_mail
1055,Tades Querrard,Professional,Sales,Marilyn Seeman,Professional,Information Technology (IT),Technical Support,2024-03-26,neutral,unopened,desktop,yes,yes,26,March,Tuesday,5,inter_mail
1056,Anatole Hansie,Professional,Sales,Marilyn Seeman,Professional,Information Technology (IT),Technical Support,2024-03-27,neutral,opened,desktop,yes,yes,27,March,Wednesday,5,inter_mail
1057,Chris Consadine,Professional,Sales,Marilyn Seeman,Professional,Information Technology (IT),Technical Support,2024-03-13,neutral,opened,desktop,no,yes,13,March,Wednesday,3,inter_mail
1058,Karine Barclay,Professional,Marketing,Marilyn Seeman,Professional,Information Technology (IT),Technical Support,2024-03-13,neutral,opened,desktop,yes,yes,13,March,Wednesday,3,inter_mail
1059,Petronille Jouen,Professional,Marketing,Marilyn Seeman,Professional,Information Technology (IT),Operational Issues,2024-03-14,neutral,opened,desktop,yes,yes,14,March,Thursday,3,inter_mail
1060,Dorie Parradine,Professional,Marketing,Marilyn Seeman,Professional,Information Technology (IT),Technical Support,2024-03-31,neutral,opened,desktop,no,no,31,March,Sunday,5,inter_mail
1061,Marilyn Seeman,Professional,Information Technology (IT),Faythe Vassel,Professional,Legal,Legal Matters,2024-03-08,neutral,opened,mobile,yes,yes,8,March,Friday,2,inter_mail
1062,Marilyn Seeman,Professional,Information Technology (IT),Maurine Golding,Professional,Legal,Legal Matters,2024-03-08,neutral,opened,mobile,yes,yes,8,March,Friday,2,inter_mail
1063,Marilyn Seeman,Professional,Information Technology (IT),Maurine Golding,Professional,Legal,Technical Support,2024-03-27,positive,opened,desktop,yes,yes,27,March,Wednesday,5,inter_mail
1064,Marilyn Seeman,Professional,Information Technology (IT),Maurine Golding,Professional,Legal,Technical Support,2024-03-26,positive,opened,desktop,yes,yes,26,March,Tuesday,5,inter_mail
1065,Marilyn Seeman,Professional,Information Technology (IT),Maurine Golding,Professional,Legal,Legal Matters,2024-03-14,neutral,opened,desktop,yes,yes,14,March,Thursday,3,inter_mail
1066,Marilyn Seeman,Professional,Information Technology (IT),Mort De Benedictis,Professional,Customer Service,Training and Development,2024-03-27,neutral,opened,desktop,yes,yes,27,March,Wednesday,5,inter_mail
1067,Marilyn Seeman,Professional,Information Technology (IT),Tamara Brewitt,Professional,Customer Service,Security Alerts,2024-03-29,positive,opened,desktop,yes,yes,29,March,Friday,5,inter_mail
1068,Marilyn Seeman,Professional,Information Technology (IT),Edithe Cinnamond,Professional,Customer Service,Technical Support,2024-03-05,neutral,opened,mobile,yes,yes,5,March,Tuesday,2,inter_mail
1069,Marilyn Seeman,Professional,Information Technology (IT),Morly Finey,Professional,Customer Service,Meeting Scheduling,2024-03-14,neutral,opened,desktop,yes,yes,14,March,Thursday,3,inter_mail
1070,Marilyn Seeman,Professional,Information Technology (IT),Tades Querrard,Professional,Sales,Technical Support,2024-03-31,neutral,opened,desktop,no,no,31,March,Sunday,5,inter_mail
1071,Marilyn Seeman,Professional,Information Technology (IT),Anatole Hansie,Professional,Sales,Internal Policies and Procedures,2024-03-01,negative,opened,desktop,yes,yes,1,March,Friday,1,inter_mail
1072,Marilyn Seeman,Professional,Information Technology (IT),Chris Consadine,Professional,Sales,Technical Support,2024-03-02,positive,opened,desktop,no,no,2,March,Saturday,1,inter_mail
1073,Marilyn Seeman,Professional,Information Technology (IT),Karine Barclay,Professional,Marketing,Technical Support,2024-03-20,positive,opened,desktop,yes,yes,20,March,Wednesday,4,inter_mail
1074,Marilyn Seeman,Professional,Information Technology (IT),Petronille Jouen,Professional,Marketing,Technical Support,2024-03-28,neutral,opened,desktop,yes,yes,28,March,Thursday,5,inter_mail
1075,Marilyn Seeman,Professional,Information Technology (IT),Dorie Parradine,Professional,Marketing,Technical Support,2024-03-25,positive,opened,desktop,yes,yes,25,March,Monday,5,inter_mail
1076,Reina Trobey,Professional,Information Technology (IT),Petronilla Mapes,Professional,Human Resources,HR related topics,2024-03-08,neutral,unopened,desktop,yes,yes,8,March,Friday,2,inter_mail
1077,Reina Trobey,Professional,Information Technology (IT),Elbertine Dowe,Professional,Human Resources,Internal Policies and Procedures,2024-03-28,neutral,opened,mobile,yes,yes,28,March,Thursday,5,inter_mail
1078,Reina Trobey,Professional,Information Technology (IT),Ozzy Jeffries,Professional,Finance and Accounting,Project Updates,2024-03-06,neutral,opened,desktop,yes,yes,6,March,Wednesday,2,inter_mail
1079,Reina Trobey,Professional,Information Technology (IT),Constantino FitzGilbert,Professional,Finance and Accounting,Technical Support,2024-03-15,neutral,opened,desktop,yes,yes,15,March,Friday,3,inter_mail
1080,Reina Trobey,Professional,Information Technology (IT),Lazarus O'Halleghane,Professional,Marketing,Meeting Scheduling,2024-03-27,neutral,opened,desktop,yes,yes,27,March,Wednesday,5,inter_mail
1081,Reina Trobey,Professional,Information Technology (IT),Karine Barclay,Professional,Marketing,Technical Support,2024-03-14,neutral,opened,desktop,yes,yes,14,March,Thursday,3,inter_mail
1082,Reina Trobey,Professional,Information Technology (IT),Nelia Routledge,Professional,Sales,Internal Policies and Procedures,2024-03-01,positive,opened,mobile,yes,yes,1,March,Friday,1,inter_mail
1083,Reina Trobey,Professional,Information Technology (IT),Ferdinande Stickels,Professional,Sales,Training and Development,2024-03-07,positive,opened,desktop,no,yes,7,March,Thursday,2,inter_mail
1084,Reina Trobey,Professional,Information Technology (IT),Tades Querrard,Professional,Sales,Meeting Scheduling,2024-03-14,neutral,opened,desktop,yes,yes,14,March,Thursday,3,inter_mail
1085,Reina Trobey,Professional,Information Technology (IT),Mata McGifford,Middle level management,Customer Service,Operational Issues,2024-03-14,neutral,opened,desktop,yes,yes,14,March,Thursday,3,inter_mail
1086,Reina Trobey,Professional,Information Technology (IT),Mort De Benedictis,Professional,Customer Service,Technical Support,2024-03-31,neutral,unopened,desktop,no,no,31,March,Sunday,5,inter_mail
1087,Reina Trobey,Professional,Information Technology (IT),Tamara Brewitt,Professional,Customer Service,Technical Support,2024-03-06,neutral,opened,desktop,yes,yes,6,March,Wednesday,2,inter_mail
1088,Reina Trobey,Professional,Information Technology (IT),Edithe Cinnamond,Professional,Customer Service,Training and Development,2024-03-06,neutral,opened,desktop,yes,yes,6,March,Wednesday,2,inter_mail
1089,Reina Trobey,Professional,Information Technology (IT),Morly Finey,Professional,Customer Service,Technical Support,2024-03-06,negative,opened,mobile,yes,yes,6,March,Wednesday,2,inter_mail
1090,Reina Trobey,Professional,Information Technology (IT),Angie Penticost,Professional,Customer Service,Technical Support,2024-03-20,positive,opened,desktop,yes,yes,20,March,Wednesday,4,inter_mail
1091,Reina Trobey,Professional,Information Technology (IT),Maribelle Oliver,Professional,Customer Service,HR related topics,2024-03-15,positive,opened,desktop,yes,yes,15,March,Friday,3,inter_mail
1092,Reina Trobey,Professional,Information Technology (IT),Rodrique Coulston,Professional,Product development,Technical Support,2024-03-18,neutral,opened,desktop,no,yes,18,March,Monday,4,inter_mail
1093,Reina Trobey,Professional,Information Technology (IT),Lisette Loweth,Professional,Product development,Technical Support,2024-03-20,positive,opened,desktop,yes,yes,20,March,Wednesday,4,inter_mail
1094,Reina Trobey,Professional,Information Technology (IT),Jeannie Moggan,Middle level management,Legal,Technical Support,2024-03-25,neutral,unopened,desktop,yes,yes,25,March,Monday,5,inter_mail
1095,Traci Habbal,Middle level management,Marketing,Emmey Matoshin,Middle level management,Sales,Operational Issues,2024-03-15,neutral,opened,desktop,yes,yes,15,March,Friday,3,inter_mail
1096,Traci Habbal,Middle level management,Marketing,Emmey Matoshin,Middle level management,Sales,Product Development,2024-03-28,positive,opened,desktop,yes,yes,28,March,Thursday,5,inter_mail
1097,Traci Habbal,Middle level management,Marketing,Emmey Matoshin,Middle level management,Sales,Project Updates,2024-03-15,positive,opened,desktop,yes,yes,15,March,Friday,3,inter_mail
1098,Traci Habbal,Middle level management,Marketing,Emmey Matoshin,Middle level management,Sales,Operational Issues,2024-03-08,neutral,opened,desktop,yes,yes,8,March,Friday,2,inter_mail
1099,Traci Habbal,Middle level management,Marketing,Emmey Matoshin,Middle level management,Sales,Project Updates,2024-03-25,positive,opened,desktop,yes,yes,25,March,Monday,5,inter_mail
1100,Traci Habbal,Middle level management,Marketing,Emmey Matoshin,Middle level management,Sales,Technical Support,2024-03-18,negative,opened,desktop,yes,yes,18,March,Monday,4,inter_mail
1101,Traci Habbal,Middle level management,Marketing,Emmey Matoshin,Middle level management,Sales,Meeting Scheduling,2024-03-29,positive,opened,mobile,yes,yes,29,March,Friday,5,inter_mail
1102,Traci Habbal,Middle level management,Marketing,Emmey Matoshin,Middle level management,Sales,Project Updates,2024-03-14,neutral,opened,mobile,yes,yes,14,March,Thursday,3,inter_mail
1103,Traci Habbal,Middle level management,Marketing,Emmey Matoshin,Middle level management,Sales,Project Updates,2024-03-11,neutral,opened,mobile,yes,yes,11,March,Monday,3,inter_mail
1104,Traci Habbal,Middle level management,Marketing,Emmey Matoshin,Middle level management,Sales,Meeting Scheduling,2024-03-12,neutral,unopened,desktop,yes,yes,12,March,Tuesday,3,inter_mail
1105,Traci Habbal,Middle level management,Marketing,Emmey Matoshin,Middle level management,Sales,Client Related Communication,2024-03-28,neutral,opened,mobile,yes,yes,28,March,Thursday,5,inter_mail
1106,Emmey Matoshin,Middle level management,Sales,Traci Habbal,Middle level management,Marketing,Project Updates,2024-03-14,positive,unopened,desktop,yes,yes,14,March,Thursday,3,inter_mail
1107,Emmey Matoshin,Middle level management,Sales,Traci Habbal,Middle level management,Marketing,Sales and Marketing,2024-03-06,positive,opened,desktop,yes,yes,6,March,Wednesday,2,inter_mail
